rid,cid,ab,clade,sequence
>AY661083,>AY661067,2560,,
>AY661083,>AY661159,20,,
>AY661083,>AY661073,2560,,
>AY661083,>AY661050,160,,
>AY661084,>AY661066,640,,
>AY661084,>AY661053,320,,
>AY661084,>AY661183,18,,
>AY661084,>AY661192,10,,
>AY661084,>AY661054,320,,
>AY661084,>AY661067,2560,,
>AY661084,>AY661159,20,,
>AY661084,>AY661073,1280,,
>AY661084,>AY661050,160,,
>AY661085,>AY661066,640,,
>AY661085,>AY661053,320,,
>AY661085,>AY661180,20,,
>AY661085,>AY661192,30,,
>AY661085,>AF008725,50,,
>AY661085,>AY661054,640,,
>AY661085,>AY661067,1280,,
>AY661085,>AY661159,80,,
>AY661085,>AY661073,1280,,
>AY661085,>AY661050,160,,
>AY661086,>AY661066,640,,
>AY661086,>AY661053,320,,
>AY661086,>AY661183,40,,
>AY661086,>AY661192,10,,
>AY661086,>AF008725,10,,
>AY661086,>AY661054,320,,
>AY661086,>AY661067,2560,,
>AY661086,>AY661159,40,,
>AY661086,>AY661073,1280,,
>AY661086,>AY661050,80,,
>AY661087,>AY661066,1280,,
>AY661087,>AY661053,640,,
>AY661087,>AY661054,320,,
>AY661087,>AY661067,2560,,
>AY661087,>AY661159,10,,
>AY661087,>AY661073,2560,,
>AY661087,>AY661050,160,,
>AY661088,>AY661066,1280,,
>AY661088,>AY661053,1280,,
>AY661088,>AY661183,20,,
>AY661088,>AY661192,12,,
>AY661088,>AY661054,905,,
>AY661088,>AY661067,5120,,
>AY661088,>AY661159,30,,
>AY661088,>AY661073,2560,,
>AY661088,>AY661050,640,,
>AY661089,>AY661066,1280,,
>AY661089,>AY661053,320,,
>AY661089,>AY661183,40,,
>AY661089,>AY661180,20,,
>AY661089,>AY661192,20,,
>AY661089,>AY661054,320,,
>AY661089,>AY661067,2560,,
>AY661089,>AY661159,35,,
>AY661089,>AY661073,2560,,
>AY661089,>AY661050,160,,
>AY661090,>AY661066,640,,
>AY661090,>AY661053,320,,
>AY661090,>AY661054,160,,
>AY661090,>AY661067,1280,,
>AY661090,>AY661159,20,,
>AY661090,>AY661073,1280,,
>AY661090,>AY661050,80,,
>AY661091,>AY661066,1280,,
>AY661091,>AY661053,160,,
>AY661091,>AY661054,320,,
>AY661091,>AY661067,1280,,
>AY661091,>AY661159,10,,
>AY661091,>AY661073,1280,,
>AY661091,>AY661050,80,,
>AY661092,>AY661066,640,3C.3a,
>AY661092,>AY661053,320,3C.3a,
>AY661092,>AY661183,40,3C.3a,
>AY661092,>AY661180,40,3C.3a,
>AY661092,>AY661192,35,3C.3a,
>AY661092,>AF008725,20,3C.3a,
>AY661092,>AY661054,320,3C.3a,
>AY661092,>AY661067,1280,3C.3a,
>AY661092,>AY661159,60,3C.3a,
>AY661092,>AY661073,1920,3C.3a,
>AY661092,>AY661050,160,3C.3a,
>AY661093,>AY661066,806,3C.3a,
>AY661093,>AY661053,403,3C.3a,
>AY661093,>AY661183,25,3C.3a,
>AY661093,>AY661054,403,3C.3a,
>AY661093,>AY661067,2560,3C.3a,
>AY661093,>AY661159,20,3C.3a,
>AY661093,>AY661073,2560,3C.3a,
>AY661093,>AY661050,202,3C.3a,
>AY661094,>AY661066,640,3C.3a,
>AY661094,>AY661053,160,3C.3a,
>AY661094,>AY661183,25,3C.3a,
>AY661094,>AY661180,18,3C.3a,
>AY661094,>AY661192,15,3C.3a,
>AY661094,>AF008725,10,3C.3a,
>AY661094,>AY661054,160,3C.3a,
>AY661094,>AY661067,640,3C.3a,
>AY661094,>AY661159,35,3C.3a,
>AY661094,>AY661073,1280,3C.3a,
>AY661094,>AY661050,80,3C.3a,
>AY661095,>AY661066,640,,
>AY661095,>AY661053,640,,
>AY661095,>AY661183,18,,
>AY661095,>AY661192,10,,
>AY661095,>AF008725,10,,
>AY661095,>AY661054,640,,
>AY661095,>AY661067,2560,,
>AY661095,>AY661159,40,,
>AY661095,>AY661073,1280,,
>AY661095,>AY661050,320,,
>AF092062,>AF180643,10,3C.2a4,
>AF092062,>CY114429,10,3C.2a4,
>AF092062,>CY121157,640,3C.2a4,
>AF092062,>AF008828,10,3C.2a4,
>AF092062,>AF008665,10,3C.2a4,
>AF092062,>AF201874,68,3C.2a4,
>AF092062,>CY112289,10,3C.2a4,
>AF092062,>AY661180,10,3C.2a4,
>AF092062,>AF008903,10,3C.2a4,
>AF092062,>AY661192,10,3C.2a4,
>AF092062,>AF008725,10,3C.2a4,
>AF092062,>AY661181,10,3C.2a4,
>AF092062,>AY661020,10,3C.2a4,
>AF092062,>AY661209,10,3C.2a4,
>AF092062,>AF092062,1227,3C.2a4,
>AF092062,>AY661198,10,3C.2a4,
>U08858,>AF180643,10,3C.3a,
>U08858,>AY661066,10,3C.3a,
>U08858,>CY121157,10,3C.3a,
>U08858,>AF008828,10,3C.3a,
>U08858,>AF008665,10,3C.3a,
>U08858,>AF201874,10,3C.3a,
>U08858,>CY112289,10,3C.3a,
>U08858,>AY661180,10,3C.3a,
>U08858,>AF008903,226,3C.3a,
>U08858,>AY661192,10,3C.3a,
>U08858,>AF008725,10,3C.3a,
>U08858,>AY661181,10,3C.3a,
>U08858,>AY661020,10,3C.3a,
>U08858,>AY661048,2560,3C.3a,
>U08858,>AY661049,784,3C.3a,
>U08858,>CY113333,640,3C.3a,
>U08858,>AY661054,320,3C.3a,
>U08858,>AY661209,10,3C.3a,
>U08858,>AF092062,10,3C.3a,
>U08858,>AY661198,10,3C.3a,
>U08858,>AY661050,462,3C.3a,
>KM821317,>KM821324,40,3C.2,
>KM821317,>AY661031,2560,3C.2,
>KM821317,>AY661022,2933,3C.2,
>KM821317,>AY661023,2240,3C.2,
>KM821317,>AY661024,2217,3C.2,
>KM821317,>AY661034,320,3C.2,
>KM821317,>KM821317,2189,3C.2,
>AY661112,>AY661066,2560,3C.3a,
>AY661112,>AY661053,640,3C.3a,
>AY661112,>AY661054,640,3C.3a,
>AY661112,>AY661067,1280,3C.3a,
>AY661112,>AY661073,2560,3C.3a,
>AY661112,>AY661050,160,3C.3a,
>AY661046,>AY661045,320,3C.3a,
>AY661046,>CY114429,226,3C.3a,
>AY661046,>AY661066,20,3C.3a,
>AY661046,>AY661041,10,3C.3a,
>AY661046,>AY661042,80,3C.3a,
>AY661046,>AY661053,8095,3C.3a,
>AY661046,>CY121157,10,3C.3a,
>AY661046,>AF201874,10,3C.3a,
>AY661046,>AF008903,960,3C.3a,
>AY661046,>AY661098,10,3C.3a,
>AY661046,>AY661151,10,3C.3a,
>AY661046,>AY661181,10,3C.3a,
>AY661046,>AY661047,5120,3C.3a,
>AY661046,>AY661025,2560,3C.3a,
>AY661046,>AY661048,2560,3C.3a,
>AY661046,>AY661049,1016,3C.3a,
>AY661046,>U08858,842,3C.3a,
>AY661046,>AY661046,2560,3C.3a,
>AY661046,>AY661052,1280,3C.3a,
>AY661046,>AY661073,10,3C.3a,
>AY661046,>AF008888,28,3C.3a,
>AY661046,>AY661050,972,3C.3a,
>AY661012,>AY661045,1280,3C.3a,
>AY661012,>AY661053,40,3C.3a,
>AY661012,>CY121157,320,3C.3a,
>AY661012,>AF201874,60,3C.3a,
>AY661012,>AF092062,320,3C.3a,
>AY661012,>AY661052,20,3C.3a,
>AY661012,>AF008888,20,3C.3a,
>AY661012,>AY661050,40,3C.3a,
>AY661013,>AY661045,2560,3C.3a,
>AY661013,>AY661066,20,3C.3a,
>AY661013,>AY661053,320,3C.3a,
>AY661013,>CY121157,320,3C.3a,
>AY661013,>AF201874,40,3C.3a,
>AY661013,>AF092062,640,3C.3a,
>AY661013,>AY661052,80,3C.3a,
>AY661013,>AF008888,20,3C.3a,
>AY661013,>AY661050,160,3C.3a,
>AY661176,>AY661066,160,,
>AY661176,>AY661183,10240,,
>AY661176,>AF008828,2240,,
>AY661176,>AY661180,5120,,
>AY661176,>AY661098,80,,
>AY661176,>AY661192,960,,
>AY661176,>AY661151,320,,
>AY661176,>AY661020,480,,
>AY661176,>AY661159,2024,,
>AY661127,>AY661066,640,,
>AY661127,>AY661053,320,,
>AY661127,>AY661183,20,,
>AY661127,>AY661054,320,,
>AY661127,>AY661067,640,,
>AY661127,>AY661159,10,,
>AY661127,>AY661073,1280,,
>AY661127,>AY661050,80,,
>AY661177,>AY661066,160,,
>AY661177,>AY661183,7680,,
>AY661177,>AF008828,5120,,
>AY661177,>AY661180,6400,,
>AY661177,>AY661098,80,,
>AY661177,>AY661192,960,,
>AY661177,>AY661151,160,,
>AY661177,>AY661020,480,,
>AY661177,>AY661159,2560,,
>AY661128,>AY661066,640,,
>AY661128,>AY661053,160,,
>AY661128,>AY661183,40,,
>AY661128,>AY661180,20,,
>AY661128,>AY661192,40,,
>AY661128,>AY661054,160,,
>AY661128,>AY661067,640,,
>AY661128,>AY661159,20,,
>AY661128,>AY661073,640,,
>AY661128,>AY661050,80,,
>AY661121,>AY661066,453,3C.3a,
>AY661121,>AY661053,320,3C.3a,
>AY661121,>AY661183,40,3C.3a,
>AY661121,>AY661192,10,3C.3a,
>AY661121,>AY661054,226,3C.3a,
>AY661121,>AY661067,905,3C.3a,
>AY661121,>AY661159,20,3C.3a,
>AY661121,>AY661073,905,3C.3a,
>AY661121,>AY661050,57,3C.3a,
>AY661159,>CY114429,10,,
>AY661159,>CY121157,10,,
>AY661159,>AY661183,640,,
>AY661159,>AY661182,320,,
>AY661159,>AF008665,10,,
>AY661159,>CY112289,10,,
>AY661159,>AY661180,242,,
>AY661159,>AF008903,10,,
>AY661159,>AY661098,40,,
>AY661159,>AY661192,35,,
>AY661159,>AY661151,71,,
>AY661159,>AF008725,20,,
>AY661159,>AY661181,328,,
>AY661159,>AY661174,640,,
>AY661159,>AF092062,10,,
>AY661159,>AY661159,1113,,
>AY661129,>AY661183,480,3C.3a,
>AY661129,>AF008828,80,3C.3a,
>AY661129,>AY661180,160,3C.3a,
>AY661129,>AY661098,40,3C.3a,
>AY661129,>AY661192,35,3C.3a,
>AY661129,>AY661151,40,3C.3a,
>AY661129,>AY661020,10,3C.3a,
>AY661129,>AY661054,10,3C.3a,
>AY661129,>AY661067,40,3C.3a,
>AY661129,>AY661159,1197,3C.3a,
>AY661129,>AY661073,40,3C.3a,
>AY661156,>AY661066,10,,
>AY661156,>AY661183,1920,,
>AY661156,>AF008828,240,,
>AY661156,>AY661180,400,,
>AY661156,>AY661098,10,,
>AY661156,>AY661192,280,,
>AY661156,>AY661020,20,,
>AY661156,>AY661054,10,,
>AY661156,>AY661067,40,,
>AY661156,>AY661159,3200,,
>AY661156,>AY661073,40,,
>AY661074,>AY661066,160,3C.2,
>AY661074,>AY661183,20,3C.2,
>AY661074,>AF008828,20,3C.2,
>AY661074,>AY661180,35,3C.2,
>AY661074,>AY661098,80,3C.2,
>AY661074,>AY661151,40,3C.2,
>AY661074,>AY661054,320,3C.2,
>AY661074,>AY661067,1280,3C.2,
>AY661074,>AY661159,277,3C.2,
>AY661074,>AY661073,40,3C.2,
>AF008886,>CY114429,10,,
>AF008886,>AY661066,67,,
>AF008886,>AY661053,320,,
>AF008886,>CY121157,10,,
>AF008886,>CY112289,10,,
>AF008886,>AY661180,10,,
>AF008886,>AF008903,80,,
>AF008886,>AY661049,160,,
>AF008886,>AY661054,3880,,
>AF008886,>AY661067,640,,
>AF008886,>AF092062,10,,
>AF008886,>AY661073,160,,
>AF008886,>AF008888,320,,
>AF008886,>AY661050,970,,
>Z46413,>AY661183,280,3C.2,
>Z46413,>AF008828,560,3C.2,
>Z46413,>AY661180,320,3C.2,
>Z46413,>AY661098,40,3C.2,
>Z46413,>AY661192,120,3C.2,
>Z46413,>AY661020,50,3C.2,
>Z46413,>AY661174,640,3C.2,
>Z46413,>AY661159,1693,3C.2,
>Z46414,>AY661183,1920,3C.2,
>Z46414,>AF008828,2560,3C.2,
>Z46414,>AY661180,1280,3C.2,
>Z46414,>AY661098,40,3C.2,
>Z46414,>AY661192,480,3C.2,
>Z46414,>AY661020,280,3C.2,
>Z46414,>AY661174,320,3C.2,
>Z46414,>AY661159,1109,3C.2,
>AY661198,>AY661197,694,3C.3a,
>AY661198,>AF008828,106,3C.3a,
>AY661198,>AY661182,226,3C.3a,
>AY661198,>AF201874,10,3C.3a,
>AY661198,>AY661180,247,3C.3a,
>AY661198,>AY661098,57,3C.3a,
>AY661198,>AY661192,488,3C.3a,
>AY661198,>AF008725,431,3C.3a,
>AY661198,>AY661181,128,3C.3a,
>AY661198,>AF092062,10,3C.3a,
>AY661198,>AY661159,1120,3C.3a,
>AY661198,>AY661198,761,3C.3a,
>CY112661,>AY661066,80,,
>CY112661,>AY661183,400,,
>CY112661,>AF008828,140,,
>CY112661,>AY661180,320,,
>CY112661,>AY661098,40,,
>CY112661,>AY661192,800,,
>CY112661,>AY661151,320,,
>CY112661,>AY661020,1600,,
>CY112661,>AY661159,320,,
>AY661211,>AY661066,40,3C.3a,
>AY661211,>AY661183,960,3C.3a,
>AY661211,>AF008828,120,3C.3a,
>AY661211,>AY661180,280,3C.3a,
>AY661211,>AY661098,20,3C.3a,
>AY661211,>AY661192,100,3C.3a,
>AY661211,>AY661151,80,3C.3a,
>AY661211,>AY661020,35,3C.3a,
>AY661211,>AY661159,2024,3C.3a,
>AY661060,>AY661053,640,3C.3a,
>AY661060,>AY661049,160,3C.3a,
>AY661060,>AY661054,1280,3C.3a,
>AY661060,>AY661067,10240,3C.3a,
>AY661060,>AF008888,160,3C.3a,
>AY661060,>AY661050,1280,3C.3a,
>AY661061,>AY661066,320,3C.3a,
>AY661061,>AY661053,2229,3C.3a,
>AY661061,>AF008665,5120,3C.3a,
>AY661061,>AY661049,160,3C.3a,
>AY661061,>AY661054,2229,3C.3a,
>AY661061,>AY661067,10240,3C.3a,
>AY661061,>AY661073,640,3C.3a,
>AY661061,>AF008888,453,3C.3a,
>AY661061,>AY661050,1280,3C.3a,
>AY661062,>AY661053,640,3C.3a,
>AY661062,>AY661049,160,3C.3a,
>AY661062,>AY661054,640,3C.3a,
>AY661062,>AY661067,5120,3C.3a,
>AY661062,>AF008888,320,3C.3a,
>AY661062,>AY661050,640,3C.3a,
>AY661063,>AY661053,806,3C.3a,
>AY661063,>AF008665,2560,3C.3a,
>AY661063,>AY661049,160,3C.3a,
>AY661063,>AY661054,1280,3C.3a,
>AY661063,>AY661067,6451,3C.3a,
>AY661063,>AF008888,1810,3C.3a,
>AY661063,>AY661050,403,3C.3a,
>AY661064,>AY661053,2560,3C.3a,
>AY661064,>AY661049,320,3C.3a,
>AY661064,>AY661054,2560,3C.3a,
>AY661064,>AY661067,10240,3C.3a,
>AY661064,>AF008888,640,3C.3a,
>AY661064,>AY661050,640,3C.3a,
>AY661052,>AY661066,160,3C.3a,
>AY661052,>AY661041,10,3C.3a,
>AY661052,>AY661042,10,3C.3a,
>AY661052,>AY661053,8960,3C.3a,
>AY661052,>AY661098,80,3C.3a,
>AY661052,>AY661151,10,3C.3a,
>AY661052,>AY661181,10,3C.3a,
>AY661052,>AY661047,640,3C.3a,
>AY661052,>AY661025,320,3C.3a,
>AY661052,>AY661048,2560,3C.3a,
>AY661052,>AY661049,2560,3C.3a,
>AY661052,>AY661054,640,3C.3a,
>AY661052,>AY661046,320,3C.3a,
>AY661052,>AY661052,3620,3C.3a,
>AY661052,>AY661073,10,3C.3a,
>AY661052,>AF008888,640,3C.3a,
>AY661052,>AY661050,2560,3C.3a,
>AY661056,>CY114429,40,3C.3a,
>AY661056,>AY661066,320,3C.3a,
>AY661056,>AY661053,5120,3C.3a,
>AY661056,>AF008665,10240,3C.3a,
>AY661056,>AY661049,403,3C.3a,
>AY661056,>AY661067,10240,3C.3a,
>AY661056,>U08858,40,3C.3a,
>AY661056,>AY661073,1280,3C.3a,
>AY661056,>AF008888,1016,3C.3a,
>AY661136,>AY661066,320,3C.3a,
>AY661136,>AY661183,1197,3C.3a,
>AY661136,>AF008828,320,3C.3a,
>AY661136,>AY661180,733,3C.3a,
>AY661136,>AY661098,20,3C.3a,
>AY661136,>AY661192,160,3C.3a,
>AY661136,>AF008725,20,3C.3a,
>AY661136,>AY661020,80,3C.3a,
>AY661136,>AY661054,80,3C.3a,
>AY661136,>AY661067,320,3C.3a,
>AY661136,>AY661159,1693,3C.3a,
>AY661136,>AY661073,40,3C.3a,
>AY661137,>AY661066,1280,3C.2,
>AY661137,>AY661183,20,3C.2,
>AY661137,>AY661180,10,3C.2,
>AY661137,>AY661098,1280,3C.2,
>AY661137,>AY661192,10,3C.2,
>AY661137,>AY661054,2560,3C.2,
>AY661137,>AY661067,640,3C.2,
>AY661137,>AY661159,70,3C.2,
>AY661137,>AY661073,1280,3C.2,
>AY661119,>AY661066,2560,3C.3a,
>AY661119,>AY661053,640,3C.3a,
>AY661119,>AY661183,30,3C.3a,
>AY661119,>AY661192,12,3C.3a,
>AY661119,>AY661054,640,3C.3a,
>AY661119,>AY661067,640,3C.3a,
>AY661119,>AY661159,30,3C.3a,
>AY661119,>AY661073,2560,3C.3a,
>AY661119,>AY661050,160,3C.3a,
>AY661161,>AY661066,183,3C.3a,
>AY661161,>AY661183,2240,3C.3a,
>AY661161,>AF008828,3840,3C.3a,
>AY661161,>AY661180,2395,3C.3a,
>AY661161,>AY661098,92,3C.3a,
>AY661161,>AY661192,453,3C.3a,
>AY661161,>AY661151,453,3C.3a,
>AY661161,>AF008725,80,3C.3a,
>AY661161,>AY661020,320,3C.3a,
>AY661161,>AY661159,1781,3C.3a,
>AY661120,>AY661066,640,3C.3a,
>AY661120,>AY661053,640,3C.3a,
>AY661120,>AY661054,320,3C.3a,
>AY661120,>AY661067,5120,3C.3a,
>AY661120,>AY661159,20,3C.3a,
>AY661120,>AY661073,1280,3C.3a,
>AY661120,>AY661050,160,3C.3a,
>AY661126,>AY661066,640,,
>AY661126,>AY661053,320,,
>AY661126,>AY661183,60,,
>AY661126,>AY661180,30,,
>AY661126,>AY661192,20,,
>AY661126,>AY661054,160,,
>AY661126,>AY661067,1280,,
>AY661126,>AY661159,60,,
>AY661126,>AY661073,1280,,
>AY661126,>AY661050,160,,
>AY661072,>AY661053,2560,3C.2,
>AY661072,>AF008665,10240,3C.2,
>AY661072,>AY661049,320,3C.2,
>AY661072,>AY661054,5120,3C.2,
>AY661072,>AY661067,10240,3C.2,
>AY661072,>AF008888,1280,3C.2,
>AY661072,>AY661050,2560,3C.2,
>CY112885,>AF180643,3880,3C.2,
>CY112885,>AY661066,10,3C.2,
>CY112885,>AY661197,80,3C.2,
>CY112885,>AY661183,70,3C.2,
>CY112885,>KM821324,160,3C.2,
>CY112885,>AF008828,10,3C.2,
>CY112885,>AF201874,10,3C.2,
>CY112885,>AY661180,10,3C.2,
>CY112885,>AY661192,45,3C.2,
>CY112885,>AF008725,80,3C.2,
>CY112885,>AY661031,480,3C.2,
>CY112885,>AY661181,40,3C.2,
>CY112885,>AY661022,1466,3C.2,
>CY112885,>AY661023,1600,3C.2,
>CY112885,>AY661024,640,3C.2,
>CY112885,>AY661034,320,3C.2,
>CY112885,>AY661209,88,3C.2,
>CY112885,>AF092062,10,3C.2,
>CY112885,>KM821317,2032,3C.2,
>CY112885,>AY661198,40,3C.2,
>AY661116,>AY661066,1280,,
>AY661116,>AY661053,905,,
>AY661116,>AY661183,35,,
>AY661116,>AY661180,15,,
>AY661116,>AY661192,10,,
>AY661116,>AF008725,10,,
>AY661116,>AY661054,640,,
>AY661116,>AY661067,3620,,
>AY661116,>AY661159,40,,
>AY661116,>AY661073,2560,,
>AY661116,>AY661050,320,,
>CY113261,>CY114429,254,3C.3a,
>CY113261,>AY661066,10,3C.3a,
>CY113261,>CY121157,80,3C.3a,
>CY113261,>AF008665,10,3C.3a,
>CY113261,>CY112289,10,3C.3a,
>CY113261,>AY661180,10,3C.3a,
>CY113261,>AF008903,320,3C.3a,
>CY113261,>AY661049,453,3C.3a,
>CY113261,>CY113333,320,3C.3a,
>CY113261,>AF092062,320,3C.3a,
>CY113261,>U08858,496,3C.3a,
>CY113261,>AY661050,453,3C.3a,
>AY661134,>AY661066,640,3C.2,
>AY661134,>AY661098,1280,3C.2,
>AY661134,>AY661054,640,3C.2,
>AY661134,>AY661067,2560,3C.2,
>AY661134,>AY661073,640,3C.2,
>AY661135,>AY661066,640,3C.2,
>AY661135,>AY661183,30,3C.2,
>AY661135,>AY661180,15,3C.2,
>AY661135,>AY661098,2560,3C.2,
>AY661135,>AY661192,15,3C.2,
>AY661135,>AY661151,10,3C.2,
>AY661135,>AY661054,640,3C.2,
>AY661135,>AY661067,2560,3C.2,
>AY661135,>AY661159,80,3C.2,
>AY661135,>AY661073,1280,3C.2,
>CY114445,>AY661053,640,3C.3a,
>CY114445,>AF008665,80,3C.3a,
>CY114445,>AY661049,557,3C.3a,
>CY114445,>AY661054,1280,3C.3a,
>CY114445,>AY661067,2560,3C.3a,
>CY114445,>U08858,80,3C.3a,
>CY114445,>AF008888,1470,3C.3a,
>CY114445,>AY661050,508,3C.3a,
>CY113493,>AY661053,320,3C.3a,
>CY113493,>AY661049,160,3C.3a,
>CY113493,>AY661054,320,3C.3a,
>CY113493,>AY661067,640,3C.3a,
>CY113493,>AF008888,40,3C.3a,
>CY113493,>AY661050,320,3C.3a,
>AY661157,>AY661066,40,,
>AY661157,>AY661183,800,,
>AY661157,>AF008828,160,,
>AY661157,>AY661180,320,,
>AY661157,>AY661098,20,,
>AY661157,>AY661192,140,,
>AY661157,>AY661020,90,,
>AY661157,>AY661159,3200,,
>AY661073,>AY661045,10,3C.3a,
>AY661073,>AY661066,1280,3C.3a,
>AY661073,>AY661041,10,3C.3a,
>AY661073,>AY661042,10,3C.3a,
>AY661073,>AY661053,640,3C.3a,
>AY661073,>AF008665,320,3C.3a,
>AY661073,>AY661098,1810,3C.3a,
>AY661073,>AY661151,10,3C.3a,
>AY661073,>AY661181,10,3C.3a,
>AY661073,>AY661047,10,3C.3a,
>AY661073,>AY661025,10,3C.3a,
>AY661073,>AY661048,10,3C.3a,
>AY661073,>AY661054,508,3C.3a,
>AY661073,>AY661067,3378,3C.3a,
>AY661073,>AY661046,10,3C.3a,
>AY661073,>AY661052,640,3C.3a,
>AY661073,>AY661073,1940,3C.3a,
>AY661073,>AF008888,1280,3C.3a,
>AY661073,>AY661050,320,3C.3a,
>CY121197,>CY114429,10,3C.3a,
>CY121197,>AY661066,10,3C.3a,
>CY121197,>CY121157,320,3C.3a,
>CY121197,>CY112289,10,3C.3a,
>CY121197,>AY661180,10,3C.3a,
>CY121197,>AF008903,40,3C.3a,
>CY121197,>AF092062,1280,3C.3a,
>AF008697,>AY661066,5120,3C.3a,
>AF008697,>AY661053,640,3C.3a,
>AF008697,>AY661054,640,3C.3a,
>AF008697,>AY661067,1280,3C.3a,
>AF008697,>AY661073,5120,3C.3a,
>AF008697,>AY661050,640,3C.3a,
>AF008888,>CY114429,20,,
>AF008888,>AY661049,325,,
>AF008888,>AY661054,1114,,
>AF008888,>U08858,43,,
>AF008888,>AF008888,1437,,
>AF008888,>AY661050,470,,
>AY661188,>AY661183,792,3C.3a,
>AY661188,>AF008828,1280,3C.3a,
>AY661188,>AY661182,800,3C.3a,
>AY661188,>AY661180,480,3C.3a,
>AY661188,>AY661098,40,3C.3a,
>AY661188,>AY661192,1120,3C.3a,
>AY661188,>AF008725,50,3C.3a,
>AY661188,>AY661181,720,3C.3a,
>AY661188,>AY661020,320,3C.3a,
>AY661188,>AY661159,1280,3C.3a,
>AY661050,>CY114429,50,,
>AY661050,>CY121157,10,,
>AY661050,>AF201874,10,,
>AY661050,>AF008903,1920,,
>AY661050,>AY661049,905,,
>AY661050,>CY113333,640,,
>AY661050,>AY661054,1280,,
>AY661050,>U08858,557,,
>AY661050,>AF008888,554,,
>AY661050,>AY661050,2153,,
>AY661058,>AY661053,508,3C.3a,
>AY661058,>AF008665,1280,3C.3a,
>AY661058,>AY661054,2560,3C.3a,
>AY661058,>AY661067,3225,3C.3a,
>AY661058,>AF008888,453,3C.3a,
>AY661058,>AY661050,508,3C.3a,
>AY661158,>AY661066,40,,
>AY661158,>AY661183,1600,,
>AY661158,>AF008828,960,,
>AY661158,>AY661180,1280,,
>AY661158,>AY661098,10,,
>AY661158,>AY661192,280,,
>AY661158,>AY661020,120,,
>AY661158,>AY661159,1120,,
>AY661059,>AY661053,1280,3C.3a,
>AY661059,>AF008665,5120,3C.3a,
>AY661059,>AY661049,160,3C.3a,
>AY661059,>AY661054,2560,3C.3a,
>AY661059,>AY661067,10240,3C.3a,
>AY661059,>AF008888,453,3C.3a,
>AY661059,>AY661050,1280,3C.3a,
>AY661190,>AF180643,320,3C.2,
>AY661190,>AY661197,1076,3C.2,
>AY661190,>AY661183,427,3C.2,
>AY661190,>AY661182,370,3C.2,
>AY661190,>AY661180,207,3C.2,
>AY661190,>AY661098,52,3C.2,
>AY661190,>AY661192,177,3C.2,
>AY661190,>AF008725,640,3C.2,
>AY661190,>AY661181,89,3C.2,
>AY661190,>AY661209,1810,3C.2,
>AY661190,>AY661198,1016,3C.2,
>AY661152,>AY661066,40,3C.3a,
>AY661152,>AY661183,1120,3C.3a,
>AY661152,>AF008828,160,3C.3a,
>AY661152,>AY661180,320,3C.3a,
>AY661152,>AY661098,10,3C.3a,
>AY661152,>AY661192,120,3C.3a,
>AY661152,>AY661020,25,3C.3a,
>AY661152,>AY661054,10,3C.3a,
>AY661152,>AY661067,10,3C.3a,
>AY661152,>AY661159,1600,3C.3a,
>AY661152,>AY661073,40,3C.3a,
>AY661153,>AY661066,20,3C.3a,
>AY661153,>AY661183,400,3C.3a,
>AY661153,>AF008828,70,3C.3a,
>AY661153,>AY661180,140,3C.3a,
>AY661153,>AY661098,10,3C.3a,
>AY661153,>AY661192,50,3C.3a,
>AY661153,>AY661020,13,3C.3a,
>AY661153,>AY661054,10,3C.3a,
>AY661153,>AY661067,40,3C.3a,
>AY661153,>AY661159,560,3C.3a,
>AY661153,>AY661073,40,3C.3a,
>AY661154,>AY661066,10,,
>AY661154,>AY661183,800,,
>AY661154,>AF008828,70,,
>AY661154,>AY661180,200,,
>AY661154,>AY661098,10,,
>AY661154,>AY661192,90,,
>AY661154,>AY661020,45,,
>AY661154,>AY661054,10,,
>AY661154,>AY661067,40,,
>AY661154,>AY661159,1120,,
>AY661154,>AY661073,40,,
